Centro Panamericano de Ecologia Human y Salud, Organization Panamericana de la Salud, Mexico.	28.636707	-106.095647
Instituto Mexicano del Seguro Social (IMSS), Delegación Morelos, Cuernavaca, México.	18.921840	-99.226613
Department of Epidemiology and Public Health, Wageningen, The Netherlands.	51.969187	5.665395
Hospital de Especialidades Bernardo Sepúlveda, Centro Médico Nacional Siglo XXI, IMSS. México, DF.	19.423520	-99.173254
Servicio de Alergia, Instituto Nacional de Pediatría, México, DF.	19.306324	-99.185707
Instituto de Medicina del Trabajo e Higiene Industrial, Facultad de Medicina, Universidad del Zulia, Maracaibo, Venezuela.	10.645040	-71.637154
Center for Medical Treatment Effectiveness Programs (MEDTEP), Detroit, MI, USA.	42.331427	-83.045754
Osler Chest Unit, Oxford Radcliffe Trust, Headington, UK.	51.762646	-1.198574
Department of Public Health Sciences, St George's Hospital Medical School, London, UK.	51.511214	-0.119824
Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts 02115, USA.	42.336604	-71.104215
Department of Clinical Pharmacology and Therapeutics, Ninewells Hospital & Medical School, University of Dundee, UK.	56.457950	-2.982140
Department of Pulmonary/Immunology and Biostatistics, Merck Research Laboratories, Rahway, New Jersey 07065, USA.	40.608159	-74.277647
Medizinische Klinik I, Klinikum Fürth, Germany.	49.477117	10.988667
Astra Draco AB, Lund, Sweden.	55.704660	13.191007
Department of Pulmonary Medicine, Medisch Spectrum Twente, Enschede, The Netherlands.	52.274246	6.876894
Department of Medicine, University of British Columbia, Vancouver, Canada.	49.266985	-123.253961
Department of Health Services Research, Palo Alto Medical Foundation Research Institute, CA, USA.	36.778261	-119.417932
Epidemiology Unit, Liverpool Hospital, Sydney, NSW, Australia.	-33.919708	150.931461
Respiratory Medicine Unit, Aberdeen Royal Hospitals Trust, Scotland, UK.	56.490671	-4.202646
University of Michigan School of Public Health, Ann Arbor 48109-2029, USA.	42.280683	-83.730305
Pulmonary and TB Unit, Ospedale Civile, Vittorio Veneto, Italy.	45.978601	12.301797
Medical Center of Pavia, Dept of Allergy and Clinical Immunology, Specialization School of Allergology and Clinical Immunology, University of Pavia, Italy.	45.184725	9.158207
Dept of Medicine and Pharmacology, University of Sheffield, UK.	53.381129	-1.470085
Voksentoppen Children's Center of Asthma and Allergy, Oslo, Norway.	59.913869	10.752245
Dipartimento di Medicina Clinica, Patologia e Farmacologia, Università degli Studi di Perugia, Italy.	43.116312	12.387543
Institute of Chest Diseases, Pavillon II, Ariana, Tunisia.	36.862500	10.195556
Departamento de Inhaloterapia, Hospital de Oncología del Centro Médico Nacional Siglo XXI, IMSS, México, D.F.	19.423520	-99.173254
Yugawara Koseinenkin Hospital.	35.147964	139.108317
Department of Allergology/Immunology, Berufsgenossenschaftliches Forschungsinstitut für Arbeitsmedizin, Ruhr-Universität Bochum, Germany.	51.445858	7.260434
College of Pharmacy and Medicine, University of Florida, Gainesville 32610, USA.	29.639230	-82.343310
Centro de Salud de Lezo (Guipúzcoa), Hospital Aránzazu, San Sebastian.	43.318334	-1.981231
Department of Paediatric Respiratory Medicine, Royal Brompton Hospital, London.	51.489099	-0.170780
Department of Psychology, Oklahoma State University, Stillwater 74078, USA.	36.120182	-97.072244
Dept of Public Health Science and General Practice, University of Oulu, Finland.	65.012615	25.471453
Dept of Respiratory Medicine, Western Infirmary, Glasgow, Scotland, UK.	55.864237	-4.251806
Medizinische Universitätsklinik, Homburg, Germany.	50.223398	8.608099
Dept of Pulmonary Diseases, Academic Hospital Nijmegen, The Netherlands.	51.812563	5.837226
Dipartimento di Pediatria, Università degli Studi di Padova, Italia.	45.403613	11.886185
Johns Hopkins Asthma and Allergy Center, Baltimore, MD 21224, USA.	39.289588	-76.548572
Lung Research Laboratory, Osler Chest Unit, Churchill Hospital, Oxford, UK.	51.750134	-1.213850
First Department of Internal Diseases, Grochów Hospital, Warsaw, Poland.	52.229676	21.012229
Allergology Section, Hospital Virgen del Camino, Pamplona, Spain.	42.807413	-1.668110
Department of Internal Medicine, University of Tennessee, Memphis, USA.	35.142587	-90.036960
Department of Internal Medicine, University of Genoa, Italy.	44.414825	8.926493
IST-Institut universitaire romand de Santé au Travail, Lausanne.	46.519962	6.633597
Department of Respiratory Medicine, Yeovil District Hospital, Somerset, UK.	51.058701	-2.949907
Department of Medicine, School of Medicine, Keio University, Tokyo, Japan.	35.649250	139.742821
School of Health Sciences, University of Newcastle upon Tyne, U.K.	54.978252	-1.617780
Department of Respiratory Medicine, West Glasgow Hospitals University NHS Trust, UK.	55.864237	-4.251806
Centre for Applied Public Health Medicine, Cardiff, UK.	51.481581	-3.179090
Department of Lung Medicine, University Hospital of Trondheim, Norway.	63.430515	10.395053
Department of Respiratory Medicine, University Hospital of Aarhus, Denmark.	56.162939	10.203921
Istituto di Ricerche di Biologia Molecolare "P. Angeletti" (IRBM), Via Pontina Km 30,600, 00040 Pomezia, Rome, Italy.	41.670027	12.499724
Department of Paediatrics, Prince Charles Hospital, Merthyr Tydfil, Wales.	51.748730	-3.381646
Universitäts-Kinderklinik, Kinderspital Zürich.	47.368650	8.539182
Department of Physiology and Neuroscience, University Hospital, Lund, Sweden.	55.704660	13.191007
Department of Medicine (Respiratory Division), Royal Postgraduate Medical School, Hammersmith Hospital, London, UK.	51.516374	-0.237413
Institute of Semeiotica and Nefrologia Medica, University of Verona, Italy.	45.438356	10.991658
AEA Technology plc, National Environmental Technology Centre, Oxon, UK.	51.761206	-1.246467
Department of Child Health, University of Aberdeen, Foresterhill, Aberdeen, UK.	57.149717	-2.094278
Respiratory Sciences Center, University of Arizona, Tucson 85724, USA.	32.240299	-110.945448
Department of Allergy and Respiratory Medicine, UMDS, Guy's Hospital, London, UK.	51.503206	-0.087904
Astra Hässle AB, Mölndal, Sweden.	57.650000	12.016667
Respiratory Medicine Unit, Queen Elizabeth Hospital, Adelaide, SA.	-34.883421	138.533093
Asthma South Australia, Adelaide, SA.	-34.928621	138.599959
Royal Children's Hospital, Melbourne, Australia.	-37.793538	144.948816
Service de Physiologie du travail, Université de Liège.	50.640799	5.575175
Unité de Physiologie Respiratoire, Hôpital Trousseau, Paris.	48.856614	2.352222
CNR Institute of Clinical Physiology and Second Division of Internal Medicine, University of Pisa, Italy.	43.722839	10.401689
Centro per lo Studio e la Prevenzione Oncologica, Firenze, Italy.	43.785040	11.273136
Department of Pharmacology, University of Minnesota, Duluth 55812-2487, USA.	46.816998	-92.086246
Department of Child Health, King's College Hospital, London, UK.	51.467917	-0.093512
Department of Primary Care and Population Sciences, Royal Free Hospital School of Medicine, London.	51.511214	-0.119824
Respiratory Medicine Unit, Western General Hospital, Edinburgh, U.K.	55.962590	-3.232715
Department of Medicine, University of Chicago, IL 60637, USA.	41.788381	-87.604656
Department of Clinical Pharmacology, Sahlgrenska University Hospital, Gothenburg, Sweden.	57.682996	11.960416
Department of Pharmaceutics, College of Pharmacy, University of Florida 32610, USA.	29.639230	-82.343310
Department of Paediatrics, National University Hospital, Rigshospitalet, Copenhagen, Denmark.	55.697380	12.565734
School of Pharmacy, University of Bradford, U.K.	53.791069	-1.767096
British Pharmacopoeia, London, U.K.	51.511214	-0.119824
Meakins-Christie Laboratories, Montreal, Quebec, Canada.	45.508670	-73.553992
Department of Clinical Immunology, Royal Free Hospital School of Medicine, London, U.K.	51.498112	-0.178318
Southampton General Hospital, U.K.	50.933822	-1.433757
Department of Thoracic Medicine, National Heart and Lung Institute, Imperial College, London.	51.511214	-0.119824
Medicinski fakultet, Novi Sad.	45.250940	19.824986
Royal Melbourne Hospital, Parkville.	-37.798795	144.956021
Medical Intensive Care, University Hospital, Geneva, Switzerland.	46.198392	6.142296
Allergology Section, H. U. Virgen de la Arrixaca, El Palmar, Murcia, Spain.	37.935867	-1.163077
Department of Otolaryngology, University of Rome La Sapienza, Italy.	41.902668	12.517011
Laboratorio de Bioinvestigación, MERCK Farma Química S.A. Barcelona, Spain.	41.385064	2.173404
National Asthma Campaign, London.	51.511214	-0.119824
University of Manchester Department of Geriatric Medicine, Barnes Hospital, Cheadle, Cheshire, UK.	53.232634	-2.610316
Department of General Practice, Wellington School of Medicine, University of Otago, New Zealand.	-45.868361	170.508419
Zürcher Höhenklinik, Davos Clavadel.	46.769962	9.815350
Luzerner Höhenklinik, Medizinische Abteilung, Montana.	46.879682	-110.362566
Second Department of Medicine, Kyoto Prefectural University of Medicine, Japan.	35.022958	135.770287
EA Engineering, Science and Technology, Inc., Bellevue, Washington 98004, USA.	47.626479	-122.205149
Swiss Institute of Allergy and Asthma Research, University of Zurich, Davos, Switzerland.	46.800120	9.830890
Allergy and Clinical Immunology, National Heart and Lung Institute, Imperial College School of Medicine, London, GB.	51.498112	-0.178318
Division of Parasitology, Institute for Medical Research, Jalan Pahang, Kuala Lumpur, Malaysia.	3.179703	101.700884
Institut für Klinische Pharmakologie, Medizinische Hochschule Hannover.	52.375892	9.732010
Oddziału Chorób Płuc 5 Wojskowego Szpitala Klinicznego w Krakowie.	50.064650	19.944980
Kliniki Chorób Wewnetrznych i Pneumonologii Instytut Medycyny Wewnetrznej Centralnego Szpitala Klinicznego Wojskowej Akademii Medycznej w Warszawie.	52.229676	21.012229
IV Kliniki Pediatrii Slaskiej Akademii Medycznej w Katowicach.	50.264892	19.023782
Katedry i Kliniki Chorób Wewnetrznych i Pneumonologii AM w Warszawie.	52.229676	21.012229
Katedra i Klinika Pneumonologii Wydziału Lekarskiego Slaskiej Akademii Medycznej w Katowicach.	50.264892	19.023782
Research Institute of Radiation Medicine, State University, Vitebsk, Belarus.	55.183333	30.166667
Department of Public Health Science and General Practice, University of Oulu, Finland.	65.012615	25.471453
Center for Biomedical Engineering and the Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, 02139, Boston, Massachusetts 02115, USA.	42.339904	-71.089889
Department of Internal Medicine, Taipei Municipal Jen-Ai Hospital, Taiwan, ROC.	43.127995	-77.666098
Department of Clinical Pharmacology, University Hospital of Lund, Sweden.	55.704660	13.191007
Department of Population Health Sciences, National Institute of Public Health, Oslo, Norway.	59.913869	10.752245
Medizinische Klinik III, Klinikum Grosshadern, Ludwig Maximilians Universität, München.	48.136720	11.576754
National Institute for Working Life, Solna, Sweden.	59.368879	18.008433
Department of Clinical Pharmacology and Therapeutics, University of Dundee, Ninewells Hospital and Medical School, Scotland, UK.	56.463732	-3.040402
Department of Pharmacology and Therapeutics, McGill University, Montréal, QC, Canada.	45.504785	-73.577151
Brown University School of Medicine, Providence, Rhode Island, USA.	41.818841	-71.410199
Servicio de Neumología, Hospital Ramón y Cajal, Universidad de Alcalá, Madrid.	40.482837	-3.363071
Centro de Salud de Contrueces, Hospital de Cabueñes, Gijón.	43.523040	-5.606200
Servicio de Neumología, Hospital Universitario La Fe, Valencia.	39.469908	-0.376288
Bushy Run Research Center/Union Carbide Chemicals and Plastics Company, Export, PA 15632, USA.	40.418124	-79.625599
Health Effects Laboratory Division, National Institute for Occupational Safety and Health, Morgantown, WV 26505-2845, USA.	39.629526	-79.955897
School of Public Health, University of California, Berkeley, USA.	37.871744	-122.260963
Servicio de Neumología, Hospital Miguel Servet, Zaragoza.	41.648791	-0.889581
Departamento de Farmacologìa, Facultad de Medicina y Odontologìa, Universitat de València, Spain.	39.469908	-0.376288
Centre for Vaccinology and Neonatal Immunology, University Children's Hospital of Geneva, Switzerland.	46.198392	6.142296
Hôpital Beaujon, Service de Pneumologie et Réanimation, Paris.	48.856614	2.352222
The First Department of Internal Medicine, Yokohama City University School of Medicine, Yokohama, Japan.	35.443708	139.638026
Clinica Medica I, University of Florence, Italy.	43.802198	11.244727
Department of Medicine, Baylor College of Medicine, Houston, Texas 77030, USA.	29.710469	-95.395894
Department of Radiology, University of Pisa, Via Roma 67, I-56 100 Pisa, Italy.	43.722839	10.401689
Pulmonary Center, Boston University School of Medicine, Evans Memorial Department of Medicine, MA 02118, USA.	42.337797	-71.070576
General Hospital Josip Bencevic Slavonski Brod, Institute of Immunology, Zagreb, Croatia.	45.813029	15.977895
Division of Pulmonary Medicine, Children's Hospital, The Ohio State University, Columbus 43205, USA.	39.957657	-82.966286
Department of Paediatrics, Ullevål Hospital, Oslo, Norway.	59.913869	10.752245
Department of Pediatrics, University of Verona, Italy.	45.438356	10.991658
Department of Pediatrics, Sophia Children's Hospital, Rotterdam, The Netherlands.	51.924216	4.481776
Division of Research, Kaiser Permanente Medical Care Program, Oakland, CA 94611, USA.	37.833628	-122.202983
Division of Environmental Hazards and Health Effects, National Center for Environmental Health, Centers for Disease Control and Prevention (CDC), Washington, DC 20201, USA.	38.887509	-77.014097
Department of Health Services, University of Washington, Seattle 98195, USA.	47.650704	-122.310669
Medizinische Klinik IV-Pneumologie, Friedrich-Schiller-Universität Jena.	50.930030	11.589635
Department of Medicine, University of Washington, Seattle, Washington 98195, USA.	47.650197	-122.309293
Istituto di Medicina Interna ed Immunoallergologia, Università, Policlinico di Careggi, Firenze.	43.771033	11.248001
Department of Epidemology and Preventive Medicine, Monash Medical School, Victoria, Australia.	-37.471308	144.785153
Respiratory Sciences Center, the University of Arizona College of Medicine, Tucson, Arizona 85724, USA.	32.239575	-110.946443
BAYER AG, Business Group Pharma Institute for Cardiovascular and Arteriosclerosis Research Wuppertal, Germany.	51.256213	7.150764
Hopitaux Universitaires de Montpellier, France.	43.634917	3.850624
Department of Anesthesia, Harvard Medical School, Boston, Massachusetts, USA.	42.336604	-71.104215
Department of Medicine, Vanderbilt University, Nashville, Tennessee 37232-2195, USA.	36.144551	-86.800215
Institute of Toxicology, BAYER AG, Wuppertal, Germany.	51.256213	7.150764
Abteilung für Gastroenterologie, Stadtspital Triemli, Zürich.	47.368070	8.495386
FMH pédiatrie, l'Hôpital de l'Enfance, Lausanne.	46.519962	6.633597
Service de Pneumologie, Université de Liège.	50.640799	5.575175
Institut für Gesundheits- und Sozialforschung GmbH, Berlin.	52.519171	13.406091
Hautklinik des Universitätsklinikums, Rheinisch-Westfälischen Technischen Hochschule, Aachen.	50.775346	6.083887
Klinikhoofd, Hals-Nasen-Ohrenklinik der Universität Gent/Belgien.	51.053468	3.730380
Universidad Autónoma de Yucatán, Facultad de Medicina, Mérida, Yucatán, México.	20.979721	-89.615789
Department of Medicine and Physical Therapy, Faculty of Medicine, University of Tokyo, Japan.	35.713428	139.762308
Department of Pediatrics, UCL Mont-Godine, Yvoir, Belgium.	50.326968	4.877858
Asthma Research Group, St. Joseph's Hospital, MacMaster University, Hamilton, Ontario, Canada.	43.250021	-79.866091
Department of Medicine, University of California San Francisco, 94143-0924, USA.	37.762175	-122.461693
Allergy Research Foundation, Inc., Los Angeles, CA 90025, USA.	34.044858	-118.448437
Department of Medicine, National Jewish Medical and Research Center, Denver, CO 80206, USA.	39.727102	-104.956408
Johns Hopkins University Asthma and Allergy Center, Baltimore, MD 21224, USA.	39.271398	-76.560383
Wellington Asthma Research Group, Department of Medicine, Wellington School of Medicine, New Zealand.	-41.286460	174.776236
General Pardiñas Center of Asthma and Allergy, Madrid, Spain.	40.416775	-3.703790
Hospital Virgen de la Luz, Cuenca, Spain.	40.075708	-2.147833
Department of Clinical Microbiology, University of Kuopio, Finland.	62.893335	27.679339
Department of Otorhinolaryngology, Hospital de Pulido Valente, Lisbon, Portugal.	38.725299	-9.150036
Tokyo Allergic Disease Research Institute.	35.689488	139.691706
Division of Respiratory Medicine, City Hospital, University of Nottingham, United Kingdom.	52.937437	-1.173469
Department of Surgery, St Luke's-Roosevelt Hospital Center, Columbia University College of Physicians and Surgeons, New York, New York, USA.	40.714353	-74.005973
The Royal National Throat, Nose and Ear Hospital, London, UK.	51.529126	-0.119595
Division of Allergy-Immunology, Northwestern University Medical School, Chicago, Illinois, USA.	41.878114	-87.629798
Ophthalmic Products Research, Alcon Laboratories, Inc., Fort Worth, Texas, USA.	32.655155	-97.319057
Division of Allergy, Kingston General Hospital, Ontario, Canada.	44.223336	-76.494124
Faculty of Medicine, University of Manitoba, Winnipeg, Canada.	49.903769	-97.161082
Department of Biological Sciences, Wright State University, Dayton, Ohio, USA.	39.780420	-84.063303
Virginia Mason Medical Center, Seattle, Washington, USA.	47.609451	-122.328051
Division of Pneumology, G. Gaslini Institute, University of Genoa, Italy.	44.414825	8.926493
University of Minnesota, Minneapolis, Minnesota, USA.	44.973990	-93.227729
Children's National Medical Center, Washington, DC, USA.	38.927345	-77.015905
Department of Oral Medicine, Harvard School of Dental Medicine, Harvard Medical School, Boston, Massachusetts, USA.	42.336604	-71.104215
National Library of Medicine (NLM), National Institutes of Health (NIH), Bethesda, Maryland, USA.	39.028752	-77.133207
Catlett Allergy Asociates, Richmond, Virginia 23226, USA.	37.573557	-77.521813
Department of Internal Medicine and Allergology, Universitá Cattolica S. Cuore, Rome, Italy.	41.892916	12.482520
Department of Pediatrics, Medical College of Georgia, Augusta 30912, USA.	33.474324	-81.989955
Section of Allergology and Pneumonology, La Paz General University Hospital, Madrid, Spain.	40.416775	-3.703790
Maternal Child Health Department, University of Maryland School of Nursing, Baltimore, USA.	39.290385	-76.612189
Central Bucks School District, Doylestown, Pa., USA.	40.334022	-75.139387
Graduate Programs and Research, School of Nursing Medical College of Georgia, Augusta, USA.	33.471111	-81.988333
Department of Family Medicine, University of Michigan, Ann Arbor, USA.	42.285456	-83.736826
UMDNJ-Robert Wood Johnson Medical School, Piscataway 08854-5635, USA.	40.539722	-74.466389
McMaster University, Hamilton, Ontario, Canada.	43.260879	-79.919225
Department of Radiology, Kansai Medical University, Osaka, Japan.	34.693738	135.502165
Department of Biochemical Pharmacology, William Harvey Research Institute, London, UK.	51.511214	-0.119824
Dept of Chest Medicine, Mont-Godinne Hospital, Catholic University of Louvain, Yvoir, Belgium.	50.326968	4.877858
Alpine Children's Hospital, Davos, Switzerland.	46.800120	9.830890
Division of Pulmonary and Critical Care Medicine, Yale University School of Medicine, USA.	41.302981	-72.931517
United Medical and Dental Schools of Guy's and St. Thomas' Hospitals, London, UK.	51.511214	-0.119824
Unitat de Recerca Respiratòria i Ambiental, Institut Municipal d'Investigació Mèdica, Barcelona, Spain.	41.385210	2.194155
Dept of Clinical Pharmacology, University of Göteborg, Sweden.	57.708870	11.974560
Division of Pulmonary Medicine, Sahlgrenska University Hospital, University of Göteborg, Sweden.	57.708870	11.974560
Dept of Respiratory Medicine, Royal Prince Alfred Hospital, Camperdown, NSW, Australia.	-33.889406	151.183485
Istituto Malattie Apparato Respiratorio, Università di Catania, Italy.	37.528043	15.077214
Dept of Respiratory Medicine, Royal Prince Alfred Hospital, Sydney, NSW, Australia.	-33.889406	151.183485
Purdue University, West Lafayette, Ind. 47907, USA.	40.428832	-86.913230
Faculty of Pharmaceutical Sciences, University of British Columbia.	49.262272	-123.243460
U.S. Navy/Utah State University, Center for Environmental Toxicology, Logan, UT, USA.	41.736980	-111.833836
Department of Environmental Health, Harvard School of Public Health, Boston, MA 02115, USA.	42.335655	-71.101826
National Jewish Medical and Research Center, Denver, CO 80206, USA.	39.727102	-104.956408
Department of Pediatrics, Johns Hopkins University School of Medicine, CMSC, Baltimore, MD 21287-3923, USA.	39.296237	-76.592889
Servicio de Medicina Preventiva, Hospital Clínico Universitario, Zaragoza.	41.648791	-0.889581
Servicio de Neumología, Hospital de G. Baigorria, Facultad de Ciencias Médicas, Universidad Nacional de Rosario, Argentina.	-32.950132	-60.636210
Departamento de Neumología, Hospital de la Santa Creu i Sant Pau, Barcelona.	41.411494	2.174270
Unidad Funcional de Respiratorio, Consorci de l'Hospital de la Creu Roja, L'Hospitalet de Llobregat, Barcelona.	41.385064	2.173404
Servicio de Alergia, Hospital Clínico Universitario Lozano Blesa, Zaragoza.	41.648791	-0.889581
Clinic of Occupational Medicine, National University Hospital, Copenhagen, Denmark.	55.676097	12.568337
Portsmouth Hospitals NHS Trust.	50.816667	-1.083333
Green Lane Hospital's Respiratory Research Unit.	40.336767	-75.469067
Department of Otorhinolaryngology, Free University of Brussels, Belgium.	50.850340	4.351710
Division of Pediatric Surgery, State University of New York-Health Science Center at Brooklyn, 11201, USA.	40.698677	-73.985941
Veterans Affairs Hospital, Hines, Illinois 60141, USA.	41.858394	-87.836556
Medical College of Wisconsin, Milwaukee, USA.	43.044443	-88.022403
Pulmonary Division, Northwestern University Medical School, Veterans Affairs Lakeside Medical Center, Chicago, IL 60611-3053, USA.	41.892509	-87.616170
Department of Nursing Research and Education, Cleveland Clinic Foundation 44195, USA.	41.503443	-81.620595
University of Virginia Health Sciences Center, Charlottesville, USA.	38.029306	-78.476678
Johns Hopkins University School of Medicine, Johns Hopkins Asthma and Allergy Center, Baltimore, Md, USA.	39.298868	-76.592243
College of Pharmacy, University of New Mexico, Albuquerque, USA.	35.094894	-106.627380
Department of Physiology and Neuroscience, University of Lund, Sweden.	55.704660	13.191007
Universitätsklinikum Rudolf Virchow, Clinical Immunology and Asthma OPD, Freie Universität Berlin, Germany.	52.454774	13.295721
Institute of Occupational Medicine, University of Padova, Italy.	45.406435	11.876761
Department of Occupational and Environmental Medicine, University Hospital, Uppsala, Sweden.	59.858564	17.638927
Department of Paediatric Pulmonology, Beatrix Children's Clinic, University Hospital Groningen, The Netherlands.	53.219384	6.566502
Centre for Applied Public Health Medicine, University of Wales College of Medicine, Cardiff, UK.	51.481581	-3.179090
Division of Otolaryngology-Head and Neck Surgery, University of Maryland School of Medicine, Baltimore, USA.	39.298868	-76.592243
Department of Dermatology, Royal Hallamshire Hospital, Sheffield, UK.	53.378218	-1.493568
University of British Columbia Pulmonary Research Laboratory, St. Paul's Hospital, Vancouver.	49.261226	-123.113927
National Asthma and Respiratory Centre, Warwick.	52.282316	-1.584927
Lungemedicinsk afdeling Y, Amtssygehuset i Gentofte.	55.748351	12.548642
Romsås helsesenter, Oslo.	59.913869	10.752245
University of Sao Paulo, Ribeirao Preto, Brazil.	-21.166279	-47.851902
Rio Hortega Hospital, Valladolid, Spain.	41.629571	-4.714015
Occupational Health Institute, Catholic University, Rome, Italy.	41.892916	12.482520
